onset	duration	event_type	recipient	selfpay	recipientpay	button
272.90	3.58	Recipient	Farmer	15	9	L
276.48	0	Payoff	Farmer	15	9	L
283.07	0	Choice	Farmer	15	9	L
286.08	0	Fixation	PrisonInmate	5	20	R
289.09	3.58	Recipient	PrisonInmate	5	20	R
292.66	0	Payoff	PrisonInmate	5	20	R
298.60	0	Choice	PrisonInmate	5	20	R
301.61	0	Fixation	Drugaddiction	20	5	L
303.62	3.58	Recipient	Drugaddiction	20	5	L
307.19	0	Payoff	Drugaddiction	20	5	L
313.89	0	Choice	Drugaddiction	20	5	L
316.91	0	Fixation	Nurse	15	9	L
319.91	3.58	Recipient	Nurse	15	9	L
323.49	0	Payoff	Nurse	15	9	L
329.83	0	Choice	Nurse	15	9	L
332.84	0	Fixation	Nurse	14	6	R
336.84	3.58	Recipient	Nurse	14	6	R
340.42	0	Payoff	Nurse	14	6	R
346.96	0	Choice	Nurse	14	6	R
349.97	0	Fixation	Stay-at-homeparent	15	15	L
352.98	3.58	Recipient	Stay-at-homeparent	15	15	L
356.56	0	Payoff	Stay-at-homeparent	15	15	L
362.54	0	Choice	Stay-at-homeparent	15	15	L
365.55	0	Fixation	Greek	9	15	L
368.55	3.58	Recipient	Greek	9	15	L
372.13	0	Payoff	Greek	9	15	L
378.12	0	Choice	Greek	9	15	L
381.13	0	Fixation	Surgeon	6	14	R
387.13	3.58	Recipient	Surgeon	6	14	R
390.71	0	Payoff	Surgeon	6	14	R
396.83	0	Choice	Surgeon	6	14	R
399.84	0	Fixation	Farmer	5	20	L
411.84	3.58	Recipient	Farmer	5	20	L
415.42	0	Payoff	Farmer	5	20	L
422.27	0	Choice	Farmer	5	20	L
425.28	0	Fixation	Mentaldisability	15	15	L
429.29	3.58	Recipient	Mentaldisability	15	15	L
432.87	0	Payoff	Mentaldisability	15	15	L
439.13	0	Choice	Mentaldisability	15	15	L
442.19	0	Fixation	Mentaldisability	5	20	L
444.19	3.58	Recipient	Mentaldisability	5	20	L
447.77	0	Payoff	Mentaldisability	5	20	L
453.94	0	Choice	Mentaldisability	5	20	L
456.95	0	Fixation	PrisonInmate	14	6	L
459.95	3.58	Recipient	PrisonInmate	14	6	L
463.53	0	Payoff	PrisonInmate	14	6	L
469.74	0	Choice	PrisonInmate	14	6	L
472.75	0	Fixation	Drugaddiction	14	6	R
478.75	3.58	Recipient	Drugaddiction	14	6	R
482.33	0	Payoff	Drugaddiction	14	6	R
488.30	0	Choice	Drugaddiction	14	6	R
491.31	0	Fixation	Japanese	6	14	R
494.31	3.58	Recipient	Japanese	6	14	R
497.89	0	Payoff	Japanese	6	14	R
504.38	0	Choice	Japanese	6	14	R
507.39	0	Fixation	Welfarerecipient	15	15	L
511.39	3.58	Recipient	Welfarerecipient	15	15	L
514.97	0	Payoff	Welfarerecipient	15	15	L
520.83	0	Choice	Welfarerecipient	15	15	L
523.84	0	Fixation	Arab	15	9	L
526.85	3.58	Recipient	Arab	15	9	L
530.42	0	Payoff	Arab	15	9	L
536.81	0	Choice	Arab	15	9	L
539.82	0	Fixation	Mentaldisability	15	9	R
542.83	3.58	Recipient	Mentaldisability	15	9	R
546.40	0	Payoff	Mentaldisability	15	9	R
553.94	0	Choice	Mentaldisability	15	9	R
556.95	0	Fixation	Drugaddiction	6	14	R
564.95	3.58	Recipient	Drugaddiction	6	14	R
568.53	0	Payoff	Drugaddiction	6	14	R
574.67	0	Choice	Drugaddiction	6	14	R
577.68	0	Fixation	Elderly	15	15	L
580.69	3.58	Recipient	Elderly	15	15	L
584.27	0	Payoff	Elderly	15	15	L
590.07	0	Choice	Elderly	15	15	L
593.08	0	Fixation	Welfarerecipient	14	6	R
595.09	3.58	Recipient	Welfarerecipient	14	6	R
598.66	0	Payoff	Welfarerecipient	14	6	R
604.56	0	Choice	Welfarerecipient	14	6	R
607.57	0	Fixation	Surgeon	15	15	L
609.57	3.58	Recipient	Surgeon	15	15	L
613.15	0	Payoff	Surgeon	15	15	L
619.20	0	Choice	Surgeon	15	15	L
622.21	0	Fixation	Farmer	9	15	L
633.21	3.58	Recipient	Farmer	9	15	L
636.79	0	Payoff	Farmer	9	15	L
643.06	0	Choice	Farmer	9	15	L
646.07	0	Fixation	Arab	20	5	R
653.07	3.58	Recipient	Arab	20	5	R
656.65	0	Payoff	Arab	20	5	R
663.67	0	Choice	Arab	20	5	R
666.68	0	Fixation	Olympicathlete	15	15	L
670.68	3.58	Recipient	Olympicathlete	15	15	L
674.26	0	Payoff	Olympicathlete	15	15	L
680.02	0	Choice	Olympicathlete	15	15	L
683.04	0	Fixation	Elderly	15	9	L
685.04	3.58	Recipient	Elderly	15	9	L
688.61	0	Payoff	Elderly	15	9	L
695.30	0	Choice	Elderly	15	9	L
698.31	0	Fixation	Accountant	15	15	L
704.31	3.58	Recipient	Accountant	15	15	L
707.89	0	Payoff	Accountant	15	15	L
714.22	0	Choice	Accountant	15	15	L
717.24	0	Fixation	Lawyer	20	5	L
724.24	3.58	Recipient	Lawyer	20	5	L
727.82	0	Payoff	Lawyer	20	5	L
733.72	0	Choice	Lawyer	20	5	L
736.73	0	Fixation	Japanese	14	6	R
742.73	3.58	Recipient	Japanese	14	6	R
746.31	0	Payoff	Japanese	14	6	R
752.45	0	Choice	Japanese	14	6	R
755.46	0	Fixation	Japanese	5	5	R
765.47	3.58	Recipient	Japanese	5	5	R
769.04	0	Payoff	Japanese	5	5	R
774.88	0	Choice	Japanese	5	5	R
777.89	0	Fixation	Jewish	15	15	L
780.89	3.58	Recipient	Jewish	15	15	L
784.47	0	Payoff	Jewish	15	15	L
790.46	0	Choice	Jewish	15	15	L
793.47	0	Fixation	Nurse	20	5	R
796.48	3.58	Recipient	Nurse	20	5	R
800.05	0	Payoff	Nurse	20	5	R
805.85	0	Choice	Nurse	20	5	R
808.86	0	Fixation	Accountant	20	5	L
811.87	3.58	Recipient	Accountant	20	5	L
815.44	0	Payoff	Accountant	20	5	L
822.17	0	Choice	Accountant	20	5	L
825.18	0	Fixation	Lawyer	14	6	L
828.18	3.58	Recipient	Lawyer	14	6	L
831.76	0	Payoff	Lawyer	14	6	L
837.69	0	Choice	Lawyer	14	6	L
840.70	0	Fixation	Irish	15	9	R
842.70	3.58	Recipient	Irish	15	9	R
846.28	0	Payoff	Irish	15	9	R
852.63	0	Choice	Irish	15	9	R
855.64	0	Fixation	Homeless	15	15	L
862.64	3.58	Recipient	Homeless	15	15	L
866.22	0	Payoff	Homeless	15	15	L
872.28	0	Choice	Homeless	15	15	L
875.29	0	Fixation	Homeless	14	6	R
877.30	3.58	Recipient	Homeless	14	6	R
880.87	0	Payoff	Homeless	14	6	R
886.63	0	Choice	Homeless	14	6	R
889.64	0	Fixation	Stay-at-homeparent	5	20	R
892.64	3.58	Recipient	Stay-at-homeparent	5	20	R
896.22	0	Payoff	Stay-at-homeparent	5	20	R
902.79	0	Choice	Stay-at-homeparent	5	20	R
905.80	0	Fixation	Irish	9	15	L
908.81	3.58	Recipient	Irish	9	15	L
912.38	0	Payoff	Irish	9	15	L
920.20	0	Choice	Irish	9	15	L
923.21	0	Fixation	Japanese	15	9	L
935.21	3.58	Recipient	Japanese	15	9	L
938.79	0	Payoff	Japanese	15	9	L
945.04	0	Choice	Japanese	15	9	L
948.05	0	Fixation	Drugaddiction	9	15	L
956.06	3.58	Recipient	Drugaddiction	9	15	L
959.64	0	Payoff	Drugaddiction	9	15	L
966.51	0	Choice	Drugaddiction	9	15	L
969.52	0	Fixation	Spanish	9	15	L
975.52	3.58	Recipient	Spanish	9	15	L
979.10	0	Payoff	Spanish	9	15	L
985.05	0	Choice	Spanish	9	15	L
988.06	0	Fixation	Greek	15	9	L
991.06	3.58	Recipient	Greek	15	9	L
994.64	0	Payoff	Greek	15	9	L
1000.90	0	Choice	Greek	15	9	L
1003.91	0	Fixation	Spanish	15	15	L
1008.92	3.58	Recipient	Spanish	15	15	L
1012.50	0	Payoff	Spanish	15	15	L
1018.55	0	Choice	Spanish	15	15	L
1021.56	0	Fixation	Surgeon	15	9	L
1032.56	3.58	Recipient	Surgeon	15	9	L
1036.14	0	Payoff	Surgeon	15	9	L
1042.07	0	Choice	Surgeon	15	9	L
1045.08	0	Fixation	Irish	5	5	R
1048.08	3.58	Recipient	Irish	5	5	R
1051.65	0	Payoff	Irish	5	5	R
1057.56	0	Choice	Irish	5	5	R
1060.57	0	Fixation	PrisonInmate	9	15	L
1063.57	3.58	Recipient	PrisonInmate	9	15	L
1067.15	0	Payoff	PrisonInmate	9	15	L
1073.34	0	Choice	PrisonInmate	9	15	L
1076.35	0	Fixation	Stay-at-homeparent	14	6	R
1080.35	3.58	Recipient	Stay-at-homeparent	14	6	R
1083.93	0	Payoff	Stay-at-homeparent	14	6	R
1090.13	0	Choice	Stay-at-homeparent	14	6	R
1093.14	0	Fixation	Welfarerecipient	5	20	L
1097.14	3.58	Recipient	Welfarerecipient	5	20	L
1100.72	0	Payoff	Welfarerecipient	5	20	L
1106.90	0	Choice	Welfarerecipient	5	20	L
1109.91	0	Fixation	Mentaldisability	14	6	R
1112.92	3.58	Recipient	Mentaldisability	14	6	R
1116.50	0	Payoff	Mentaldisability	14	6	R
1123.37	0	Choice	Mentaldisability	14	6	R
1126.38	0	Fixation	Elderly	6	14	R
1130.38	3.58	Recipient	Elderly	6	14	R
1133.96	0	Payoff	Elderly	6	14	R
1139.95	0	Choice	Elderly	6	14	R
1142.96	0	Fixation	Surgeon	20	5	L
1145.96	3.58	Recipient	Surgeon	20	5	L
1149.54	0	Payoff	Surgeon	20	5	L
1155.68	0	Choice	Surgeon	20	5	L
1158.69	0	Fixation	British	5	20	R
1160.70	3.58	Recipient	British	5	20	R
1164.27	0	Payoff	British	5	20	R
1170.27	0	Choice	British	5	20	R
1173.29	0	Fixation	British	20	5	R
1177.29	3.58	Recipient	British	20	5	R
1180.87	0	Payoff	British	20	5	R
1186.87	0	Choice	British	20	5	R
1189.88	0	Fixation	Greek	14	6	R
1192.88	3.58	Recipient	Greek	14	6	R
1196.46	0	Payoff	Greek	14	6	R
1202.38	0	Choice	Greek	14	6	R
1205.39	0	Fixation	Jewish	5	5	R
1216.39	3.58	Recipient	Jewish	5	5	R
1219.97	0	Payoff	Jewish	5	5	R
1226.42	0	Choice	Jewish	5	5	R
1229.43	0	Fixation	Jewish	6	14	R
1231.43	3.58	Recipient	Jewish	6	14	R
1235.01	0	Payoff	Jewish	6	14	R
1241.66	0	Choice	Jewish	6	14	R
1244.67	0	Fixation	Lawyer	5	20	R
1247.67	3.58	Recipient	Lawyer	5	20	R
1251.25	0	Payoff	Lawyer	5	20	R
1257.19	0	Choice	Lawyer	5	20	R
1260.20	0	Fixation	Spanish	6	14	R
1264.20	3.58	Recipient	Spanish	6	14	R
1267.78	0	Payoff	Spanish	6	14	R
1273.72	0	Choice	Spanish	6	14	R
1276.73	0	Fixation	Elderly	14	6	R
1287.73	3.58	Recipient	Elderly	14	6	R
1291.31	0	Payoff	Elderly	14	6	R
1298.22	0	Choice	Elderly	14	6	R
1301.23	0	Fixation	Irish	20	5	R
1303.24	3.58	Recipient	Irish	20	5	R
1306.82	0	Payoff	Irish	20	5	R
1313.32	0	Choice	Irish	20	5	R
1316.33	0	Fixation	Olympicathlete	5	20	L
1319.33	3.58	Recipient	Olympicathlete	5	20	L
1322.91	0	Payoff	Olympicathlete	5	20	L
1328.72	0	Choice	Olympicathlete	5	20	L
1331.73	0	Fixation	Arab	6	14	R
1338.74	3.58	Recipient	Arab	6	14	R
1342.32	0	Payoff	Arab	6	14	R
1349.38	0	Choice	Arab	6	14	R
1352.40	0	Fixation	Greek	15	15	L
1355.40	3.58	Recipient	Greek	15	15	L
1358.98	0	Payoff	Greek	15	15	L
1364.89	0	Choice	Greek	15	15	L
1367.90	0	Fixation	Welfarerecipient	15	9	R
1375.91	3.58	Recipient	Welfarerecipient	15	9	R
1379.49	0	Payoff	Welfarerecipient	15	9	R
1385.20	0	Choice	Welfarerecipient	15	9	R
