onset	duration	event_type	recipient	selfpay	recipientpay	button
786.90	0	Payoff	Mentaldisability	6	14	R
792.88	0	Choice	Mentaldisability	6	14	R
795.89	0	Fixation	Nurse	20	5	R
797.89	4.09	Recipient	Nurse	20	5	R
801.98	0	Payoff	Nurse	20	5	R
807.00	0	Choice	Nurse	20	5	R
810.01	0	Fixation	Greek	9	15	L
813.01	4.09	Recipient	Greek	9	15	L
817.10	0	Payoff	Greek	9	15	L
821.16	0	Choice	Greek	9	15	L
824.17	0	Fixation	Accountant	15	15	L
827.17	4.09	Recipient	Accountant	15	15	L
831.26	0	Payoff	Accountant	15	15	L
834.86	0	Choice	Accountant	15	15	L
837.87	0	Fixation	Spanish	5	5	R
840.87	4.08	Recipient	Spanish	5	5	R
844.96	0	Payoff	Spanish	5	5	R
849.65	0	Choice	Spanish	5	5	R
852.66	0	Fixation	Jewish	5	20	NA
860.67	4.09	Recipient	Jewish	5	20	NA
864.75	0	Payoff	Jewish	5	20	NA
872.90	0	Timeout	Jewish	5	20	NA
875.91	0	Fixation	British	9	15	L
878.91	4.08	Recipient	British	9	15	L
882.99	0	Payoff	British	9	15	L
886.80	0	Choice	British	9	15	L
889.81	0	Fixation	Spanish	6	14	L
891.81	4.08	Recipient	Spanish	6	14	L
895.90	0	Payoff	Spanish	6	14	L
899.90	0	Choice	Spanish	6	14	L
902.91	0	Fixation	Drugaddiction	15	15	R
904.91	4.09	Recipient	Drugaddiction	15	15	R
909.00	0	Payoff	Drugaddiction	15	15	R
913.41	0	Choice	Drugaddiction	15	15	R
916.42	0	Fixation	Welfarerecipient	9	15	L
918.42	4.09	Recipient	Welfarerecipient	9	15	L
922.51	0	Payoff	Welfarerecipient	9	15	L
926.46	0	Choice	Welfarerecipient	9	15	L
929.47	0	Fixation	Spanish	5	20	L
931.47	4.09	Recipient	Spanish	5	20	L
935.56	0	Payoff	Spanish	5	20	L
940.65	0	Choice	Spanish	5	20	L
943.66	0	Fixation	Nurse	15	9	R
947.66	4.08	Recipient	Nurse	15	9	R
951.75	0	Payoff	Nurse	15	9	R
958.37	0	Choice	Nurse	15	9	R
961.38	0	Fixation	Irish	15	9	L
963.38	4.08	Recipient	Irish	15	9	L
967.47	0	Payoff	Irish	15	9	L
972.15	0	Choice	Irish	15	9	L
975.16	0	Fixation	Olympicathlete	20	5	L
979.17	4.09	Recipient	Olympicathlete	20	5	L
983.25	0	Payoff	Olympicathlete	20	5	L
987.00	0	Choice	Olympicathlete	20	5	L
990.01	0	Fixation	PrisonInmate	5	5	R
994.01	4.08	Recipient	PrisonInmate	5	5	R
998.10	0	Payoff	PrisonInmate	5	5	R
1001.84	0	Choice	PrisonInmate	5	5	R
1004.85	0	Fixation	Accountant	9	15	L
1007.85	4.09	Recipient	Accountant	9	15	L
1011.93	0	Payoff	Accountant	9	15	L
1016.64	0	Choice	Accountant	9	15	L
1019.65	0	Fixation	Mentaldisability	5	5	R
1021.65	4.08	Recipient	Mentaldisability	5	5	R
1025.74	0	Payoff	Mentaldisability	5	5	R
1029.44	0	Choice	Mentaldisability	5	5	R
1032.45	0	Fixation	Lawyer	5	20	R
1040.46	4.08	Recipient	Lawyer	5	20	R
1044.54	0	Payoff	Lawyer	5	20	R
1048.39	0	Choice	Lawyer	5	20	R
1051.40	0	Fixation	Stay-at-homeparent	6	14	L
1060.40	4.09	Recipient	Stay-at-homeparent	6	14	L
1064.49	0	Payoff	Stay-at-homeparent	6	14	L
1068.35	0	Choice	Stay-at-homeparent	6	14	L
1071.36	0	Fixation	Lawyer	15	15	L
1074.36	4.08	Recipient	Lawyer	15	15	L
1078.45	0	Payoff	Lawyer	15	15	L
1082.54	0	Choice	Lawyer	15	15	L
1085.55	0	Fixation	Stay-at-homeparent	15	15	L
1087.56	4.09	Recipient	Stay-at-homeparent	15	15	L
1091.64	0	Payoff	Stay-at-homeparent	15	15	L
1095.47	0	Choice	Stay-at-homeparent	15	15	L
1098.48	0	Fixation	Farmer	15	9	R
1100.49	4.08	Recipient	Farmer	15	9	R
1104.57	0	Payoff	Farmer	15	9	R
1109.68	0	Choice	Farmer	15	9	R
1112.69	0	Fixation	Irish	14	6	R
1115.69	4.09	Recipient	Irish	14	6	R
1119.78	0	Payoff	Irish	14	6	R
1125.48	0	Choice	Irish	14	6	R
1128.49	0	Fixation	Drugaddiction	5	20	R
1131.50	4.09	Recipient	Drugaddiction	5	20	R
1135.59	0	Payoff	Drugaddiction	5	20	R
1139.55	0	Choice	Drugaddiction	5	20	R
1142.56	0	Fixation	Homeless	14	6	R
1145.57	4.09	Recipient	Homeless	14	6	R
1149.65	0	Payoff	Homeless	14	6	R
1153.96	0	Choice	Homeless	14	6	R
1156.97	0	Fixation	Olympicathlete	9	15	R
1158.98	4.09	Recipient	Olympicathlete	9	15	R
1163.06	0	Payoff	Olympicathlete	9	15	R
1167.24	0	Choice	Olympicathlete	9	15	R
1170.26	0	Fixation	PrisonInmate	9	15	L
1179.26	4.09	Recipient	PrisonInmate	9	15	L
1183.35	0	Payoff	PrisonInmate	9	15	L
1187.21	0	Choice	PrisonInmate	9	15	L
1190.22	0	Fixation	Greek	14	6	R
1193.22	4.08	Recipient	Greek	14	6	R
1197.31	0	Payoff	Greek	14	6	R
1201.41	0	Choice	Greek	14	6	R
1204.42	0	Fixation	Stay-at-homeparent	5	5	R
1207.42	4.09	Recipient	Stay-at-homeparent	5	5	R
1211.51	0	Payoff	Stay-at-homeparent	5	5	R
1215.15	0	Choice	Stay-at-homeparent	5	5	R
1218.16	0	Fixation	British	15	9	L
1221.16	4.09	Recipient	British	15	9	L
1225.25	0	Payoff	British	15	9	L
1229.85	0	Choice	British	15	9	L
