onset	duration	event_type	recipient	selfpay	recipientpay	button
906.41	4.52	Recipient	Homeless	9	15	L
910.93	0	Payoff	Homeless	9	15	L
915.95	0	Choice	Homeless	9	15	L
918.96	0	Fixation	Lawyer	15	15	L
921.96	4.52	Recipient	Lawyer	15	15	L
926.48	0	Payoff	Lawyer	15	15	L
932.05	0	Choice	Lawyer	15	15	L
935.06	0	Fixation	Spanish	14	6	L
938.07	4.52	Recipient	Spanish	14	6	L
942.58	0	Payoff	Spanish	14	6	L
949.47	0	Choice	Spanish	14	6	L
952.48	0	Fixation	Elderly	15	15	L
955.49	4.52	Recipient	Elderly	15	15	L
960.01	0	Payoff	Elderly	15	15	L
964.69	0	Choice	Elderly	15	15	L
967.70	0	Fixation	Olympicathlete	5	5	R
970.70	4.52	Recipient	Olympicathlete	5	5	R
975.22	0	Payoff	Olympicathlete	5	5	R
979.95	0	Choice	Olympicathlete	5	5	R
982.96	0	Fixation	Mentaldisability	5	20	R
985.97	4.52	Recipient	Mentaldisability	5	20	R
990.49	0	Payoff	Mentaldisability	5	20	R
996.91	0	Choice	Mentaldisability	5	20	R
999.92	0	Fixation	Nurse	14	6	L
1008.92	4.52	Recipient	Nurse	14	6	L
1013.44	0	Payoff	Nurse	14	6	L
1018.38	0	Choice	Nurse	14	6	L
1021.39	0	Fixation	Arab	20	5	L
1025.40	4.52	Recipient	Arab	20	5	L
1029.91	0	Payoff	Arab	20	5	L
1034.85	0	Choice	Arab	20	5	L
1037.86	0	Fixation	Japanese	20	5	L
1039.86	4.52	Recipient	Japanese	20	5	L
1044.38	0	Payoff	Japanese	20	5	L
1050.09	0	Choice	Japanese	20	5	L
1053.10	0	Fixation	Drugaddiction	5	20	R
1056.10	4.52	Recipient	Drugaddiction	5	20	R
1060.62	0	Payoff	Drugaddiction	5	20	R
1065.40	0	Choice	Drugaddiction	5	20	R
1068.41	0	Fixation	Surgeon	9	15	R
1070.41	4.52	Recipient	Surgeon	9	15	R
1074.93	0	Payoff	Surgeon	9	15	R
1081.49	0	Choice	Surgeon	9	15	R
1084.50	0	Fixation	Mentaldisability	5	5	R
1095.51	4.52	Recipient	Mentaldisability	5	5	R
1100.03	0	Payoff	Mentaldisability	5	5	R
1105.22	0	Choice	Mentaldisability	5	5	R
1108.23	0	Fixation	Jewish	20	5	L
1111.23	4.52	Recipient	Jewish	20	5	L
1115.75	0	Payoff	Jewish	20	5	L
1121.89	0	Choice	Jewish	20	5	L
1124.90	0	Fixation	Stay-at-homeparent	15	9	R
1127.90	4.52	Recipient	Stay-at-homeparent	15	9	R
1132.42	0	Payoff	Stay-at-homeparent	15	9	R
1137.14	0	Choice	Stay-at-homeparent	15	9	R
1140.15	0	Fixation	Welfarerecipient	5	20	L
1143.15	4.52	Recipient	Welfarerecipient	5	20	L
1147.67	0	Payoff	Welfarerecipient	5	20	L
1153.31	0	Choice	Welfarerecipient	5	20	L
1156.32	0	Fixation	Drugaddiction	14	6	L
1158.33	4.52	Recipient	Drugaddiction	14	6	L
1162.85	0	Payoff	Drugaddiction	14	6	L
1168.21	0	Choice	Drugaddiction	14	6	L
1171.22	0	Fixation	Lawyer	5	20	R
1173.23	4.52	Recipient	Lawyer	5	20	R
1177.75	0	Payoff	Lawyer	5	20	R
1183.23	0	Choice	Lawyer	5	20	R
1186.24	0	Fixation	Japanese	15	9	L
1189.24	4.52	Recipient	Japanese	15	9	L
1193.76	0	Payoff	Japanese	15	9	L
1198.91	0	Choice	Japanese	15	9	L
1201.92	0	Fixation	Stay-at-homeparent	6	14	L
1205.92	4.52	Recipient	Stay-at-homeparent	6	14	L
1210.44	0	Payoff	Stay-at-homeparent	6	14	L
1215.15	0	Choice	Stay-at-homeparent	6	14	L
1218.16	0	Fixation	Greek	15	9	L
1221.17	4.52	Recipient	Greek	15	9	L
1225.69	0	Payoff	Greek	15	9	L
1231.56	0	Choice	Greek	15	9	L
1234.57	0	Fixation	Spanish	5	20	R
1237.57	4.52	Recipient	Spanish	5	20	R
1242.09	0	Payoff	Spanish	5	20	R
1247.69	0	Choice	Spanish	5	20	R
1250.71	0	Fixation	Greek	6	14	R
1253.71	4.52	Recipient	Greek	6	14	R
1258.23	0	Payoff	Greek	6	14	R
1263.58	0	Choice	Greek	6	14	R
1266.59	0	Fixation	Mentaldisability	20	5	R
1269.59	4.52	Recipient	Mentaldisability	20	5	R
1274.11	0	Payoff	Mentaldisability	20	5	R
1279.28	0	Choice	Mentaldisability	20	5	R
1282.29	0	Fixation	Olympicathlete	6	14	R
1285.29	4.52	Recipient	Olympicathlete	6	14	R
1289.81	0	Payoff	Olympicathlete	6	14	R
1294.56	0	Choice	Olympicathlete	6	14	R
1297.57	0	Fixation	Spanish	15	9	L
1300.57	4.52	Recipient	Spanish	15	9	L
1305.09	0	Payoff	Spanish	15	9	L
1309.91	0	Choice	Spanish	15	9	L
1312.92	0	Fixation	Homeless	5	20	L
1315.92	4.52	Recipient	Homeless	5	20	L
1320.44	0	Payoff	Homeless	5	20	L
1325.31	0	Choice	Homeless	5	20	L
