onset	duration	event_type	recipient	selfpay	recipientpay	button
260.78	0	Payoff	Olympicathlete	15	15	L
265.65	0	Choice	Olympicathlete	15	15	L
268.66	0	Fixation	Mentaldisability	5	5	R
271.66	5.04	Recipient	Mentaldisability	5	5	R
276.70	0	Payoff	Mentaldisability	5	5	R
281.44	0	Choice	Mentaldisability	5	5	R
284.45	0	Fixation	Greek	15	9	R
287.45	5.04	Recipient	Greek	15	9	R
292.49	0	Payoff	Greek	15	9	R
297.26	0	Choice	Greek	15	9	R
300.27	0	Fixation	PrisonInmate	9	15	R
304.27	5.04	Recipient	PrisonInmate	9	15	R
309.31	0	Payoff	PrisonInmate	9	15	R
314.01	0	Choice	PrisonInmate	9	15	R
317.02	0	Fixation	Nurse	5	20	R
328.03	5.04	Recipient	Nurse	5	20	R
333.06	0	Payoff	Nurse	5	20	R
337.41	0	Choice	Nurse	5	20	R
340.41	0	Fixation	Surgeon	15	15	L
344.42	5.04	Recipient	Surgeon	15	15	L
349.45	0	Payoff	Surgeon	15	15	L
354.38	0	Choice	Surgeon	15	15	L
357.38	0	Fixation	Japanese	9	15	R
360.39	5.04	Recipient	Japanese	9	15	R
365.42	0	Payoff	Japanese	9	15	R
370.07	0	Choice	Japanese	9	15	R
373.08	0	Fixation	Lawyer	15	9	R
376.08	5.04	Recipient	Lawyer	15	9	R
381.12	0	Payoff	Lawyer	15	9	R
387.41	0	Choice	Lawyer	15	9	R
390.42	0	Fixation	Jewish	15	15	L
393.42	5.04	Recipient	Jewish	15	15	L
398.46	0	Payoff	Jewish	15	15	L
402.91	0	Choice	Jewish	15	15	L
405.92	0	Fixation	Stay-at-homeparent	15	15	L
408.93	5.04	Recipient	Stay-at-homeparent	15	15	L
413.97	0	Payoff	Stay-at-homeparent	15	15	L
418.47	0	Choice	Stay-at-homeparent	15	15	L
421.48	0	Fixation	Welfarerecipient	5	5	R
423.49	5.04	Recipient	Welfarerecipient	5	5	R
428.52	0	Payoff	Welfarerecipient	5	5	R
432.91	0	Choice	Welfarerecipient	5	5	R
435.92	0	Fixation	PrisonInmate	15	15	L
438.93	5.04	Recipient	PrisonInmate	15	15	L
443.96	0	Payoff	PrisonInmate	15	15	L
448.39	0	Choice	PrisonInmate	15	15	L
451.40	0	Fixation	Spanish	5	5	R
454.40	5.04	Recipient	Spanish	5	5	R
459.43	0	Payoff	Spanish	5	5	R
463.66	0	Choice	Spanish	5	5	R
466.67	0	Fixation	Japanese	20	5	R
472.67	5.04	Recipient	Japanese	20	5	R
477.71	0	Payoff	Japanese	20	5	R
482.00	0	Choice	Japanese	20	5	R
485.01	0	Fixation	Arab	5	5	R
488.02	5.04	Recipient	Arab	5	5	R
493.05	0	Payoff	Arab	5	5	R
497.83	0	Choice	Arab	5	5	R
500.84	0	Fixation	Irish	5	20	R
503.84	5.04	Recipient	Irish	5	20	R
508.88	0	Payoff	Irish	5	20	R
513.95	0	Choice	Irish	5	20	R
516.96	0	Fixation	Lawyer	14	6	R
518.96	5.04	Recipient	Lawyer	14	6	R
524.00	0	Payoff	Lawyer	14	6	R
528.91	0	Choice	Lawyer	14	6	R
531.92	0	Fixation	PrisonInmate	5	5	R
534.92	5.04	Recipient	PrisonInmate	5	5	R
539.96	0	Payoff	PrisonInmate	5	5	R
544.46	0	Choice	PrisonInmate	5	5	R
547.46	0	Fixation	Spanish	20	5	R
549.47	5.04	Recipient	Spanish	20	5	R
554.51	0	Payoff	Spanish	20	5	R
559.95	0	Choice	Spanish	20	5	R
562.96	0	Fixation	Nurse	20	5	R
565.96	5.04	Recipient	Nurse	20	5	R
571.00	0	Payoff	Nurse	20	5	R
575.43	0	Choice	Nurse	20	5	R
578.44	0	Fixation	Surgeon	5	5	R
581.44	5.04	Recipient	Surgeon	5	5	R
586.48	0	Payoff	Surgeon	5	5	R
590.62	0	Choice	Surgeon	5	5	R
593.63	0	Fixation	British	15	9	R
596.63	5.04	Recipient	British	15	9	R
601.67	0	Payoff	British	15	9	R
606.15	0	Choice	British	15	9	R
609.16	0	Fixation	Welfarerecipient	15	9	R
612.16	5.04	Recipient	Welfarerecipient	15	9	R
617.20	0	Payoff	Welfarerecipient	15	9	R
624.11	0	Choice	Welfarerecipient	15	9	R
627.12	0	Fixation	Elderly	20	5	R
630.12	5.04	Recipient	Elderly	20	5	R
635.16	0	Payoff	Elderly	20	5	R
640.23	0	Choice	Elderly	20	5	R
643.23	0	Fixation	Homeless	6	14	R
650.24	5.04	Recipient	Homeless	6	14	R
655.27	0	Payoff	Homeless	6	14	R
662.08	0	Choice	Homeless	6	14	R
665.08	0	Fixation	Farmer	20	5	R
668.09	5.04	Recipient	Farmer	20	5	R
673.12	0	Payoff	Farmer	20	5	R
677.56	0	Choice	Farmer	20	5	R
680.57	0	Fixation	Jewish	5	5	R
683.57	5.04	Recipient	Jewish	5	5	R
688.60	0	Payoff	Jewish	5	5	R
693.26	0	Choice	Jewish	5	5	R
696.27	0	Fixation	Accountant	9	15	R
700.27	5.04	Recipient	Accountant	9	15	R
705.31	0	Payoff	Accountant	9	15	R
709.59	0	Choice	Accountant	9	15	R
712.60	0	Fixation	Surgeon	14	6	R
720.60	5.04	Recipient	Surgeon	14	6	R
725.64	0	Payoff	Surgeon	14	6	R
730.94	0	Choice	Surgeon	14	6	R
733.94	0	Fixation	Jewish	14	6	R
736.95	5.04	Recipient	Jewish	14	6	R
741.98	0	Payoff	Jewish	14	6	R
747.05	0	Choice	Jewish	14	6	R
750.06	0	Fixation	Welfarerecipient	9	15	R
753.06	5.04	Recipient	Welfarerecipient	9	15	R
758.10	0	Payoff	Welfarerecipient	9	15	R
762.46	0	Choice	Welfarerecipient	9	15	R
765.46	0	Fixation	Elderly	6	14	R
768.47	5.04	Recipient	Elderly	6	14	R
773.50	0	Payoff	Elderly	6	14	R
778.29	0	Choice	Elderly	6	14	R
781.30	0	Fixation	Mentaldisability	15	9	R
784.30	5.04	Recipient	Mentaldisability	15	9	R
789.34	0	Payoff	Mentaldisability	15	9	R
795.52	0	Choice	Mentaldisability	15	9	R
798.53	0	Fixation	Lawyer	6	14	R
805.53	5.04	Recipient	Lawyer	6	14	R
810.57	0	Payoff	Lawyer	6	14	R
814.99	0	Choice	Lawyer	6	14	R
818.00	0	Fixation	Homeless	15	9	R
828.00	5.04	Recipient	Homeless	15	9	R
833.04	0	Payoff	Homeless	15	9	R
838.13	0	Choice	Homeless	15	9	R
841.14	0	Fixation	Elderly	5	20	R
844.14	5.04	Recipient	Elderly	5	20	R
849.18	0	Payoff	Elderly	5	20	R
854.21	0	Choice	Elderly	5	20	R
857.22	0	Fixation	Homeless	5	20	R
861.23	5.04	Recipient	Homeless	5	20	R
866.26	0	Payoff	Homeless	5	20	R
871.73	0	Choice	Homeless	5	20	R
874.73	0	Fixation	Olympicathlete	20	5	R
877.74	5.04	Recipient	Olympicathlete	20	5	R
882.78	0	Payoff	Olympicathlete	20	5	R
887.49	0	Choice	Olympicathlete	20	5	R
890.50	0	Fixation	Arab	5	20	R
892.50	5.04	Recipient	Arab	5	20	R
897.54	0	Payoff	Arab	5	20	R
902.18	0	Choice	Arab	5	20	R
905.19	0	Fixation	Mentaldisability	20	5	R
909.19	5.04	Recipient	Mentaldisability	20	5	R
914.23	0	Payoff	Mentaldisability	20	5	R
918.99	0	Choice	Mentaldisability	20	5	R
922.00	0	Fixation	Greek	20	5	R
925.00	5.04	Recipient	Greek	20	5	R
930.04	0	Payoff	Greek	20	5	R
934.42	0	Choice	Greek	20	5	R
937.43	0	Fixation	Nurse	14	6	R
941.43	5.04	Recipient	Nurse	14	6	R
946.47	0	Payoff	Nurse	14	6	R
951.30	0	Choice	Nurse	14	6	R
954.31	0	Fixation	British	15	15	L
956.31	5.04	Recipient	British	15	15	L
961.35	0	Payoff	British	15	15	L
966.47	0	Choice	British	15	15	L
969.48	0	Fixation	PrisonInmate	20	5	L
972.49	5.04	Recipient	PrisonInmate	20	5	L
977.52	0	Payoff	PrisonInmate	20	5	L
982.96	0	Choice	PrisonInmate	20	5	L
985.97	0	Fixation	Drugaddiction	6	14	R
988.97	5.04	Recipient	Drugaddiction	6	14	R
994.01	0	Payoff	Drugaddiction	6	14	R
998.58	0	Choice	Drugaddiction	6	14	R
1001.59	0	Fixation	Welfarerecipient	5	20	R
1005.60	5.04	Recipient	Welfarerecipient	5	20	R
1010.63	0	Payoff	Welfarerecipient	5	20	R
1015.39	0	Choice	Welfarerecipient	5	20	R
1018.40	0	Fixation	Olympicathlete	15	9	R
1021.40	5.04	Recipient	Olympicathlete	15	9	R
1026.44	0	Payoff	Olympicathlete	15	9	R
1031.62	0	Choice	Olympicathlete	15	9	R
1034.63	0	Fixation	Jewish	15	9	R
1038.63	5.04	Recipient	Jewish	15	9	R
1043.67	0	Payoff	Jewish	15	9	R
1048.64	0	Choice	Jewish	15	9	R
1051.65	0	Fixation	Farmer	9	15	R
1053.65	5.04	Recipient	Farmer	9	15	R
1058.69	0	Payoff	Farmer	9	15	R
1063.21	0	Choice	Farmer	9	15	R
1066.22	0	Fixation	Arab	20	5	R
1068.22	5.04	Recipient	Arab	20	5	R
1073.26	0	Payoff	Arab	20	5	R
1077.67	0	Choice	Arab	20	5	R
1080.68	0	Fixation	Farmer	6	14	R
1083.69	5.04	Recipient	Farmer	6	14	R
1088.72	0	Payoff	Farmer	6	14	R
1093.12	0	Choice	Farmer	6	14	R
1096.13	0	Fixation	Homeless	14	6	R
1100.13	5.04	Recipient	Homeless	14	6	R
1105.17	0	Payoff	Homeless	14	6	R
1110.72	0	Choice	Homeless	14	6	R
1113.73	0	Fixation	Nurse	9	15	R
1115.73	5.04	Recipient	Nurse	9	15	R
1120.77	0	Payoff	Nurse	9	15	R
1125.24	0	Choice	Nurse	9	15	R
1128.25	0	Fixation	Spanish	6	14	R
1131.26	5.04	Recipient	Spanish	6	14	R
1136.29	0	Payoff	Spanish	6	14	R
1141.87	0	Choice	Spanish	6	14	R
1144.88	0	Fixation	Irish	6	14	R
1150.88	5.04	Recipient	Irish	6	14	R
1155.92	0	Payoff	Irish	6	14	R
1160.71	0	Choice	Irish	6	14	R
1163.72	0	Fixation	Greek	15	15	L
1172.73	5.04	Recipient	Greek	15	15	L
1177.76	0	Payoff	Greek	15	15	L
1182.26	0	Choice	Greek	15	15	L
1185.27	0	Fixation	Lawyer	5	5	R
1197.27	5.04	Recipient	Lawyer	5	5	R
1202.31	0	Payoff	Lawyer	5	5	R
1207.05	0	Choice	Lawyer	5	5	R
1210.06	0	Fixation	Accountant	14	6	R
1212.06	5.04	Recipient	Accountant	14	6	R
1217.10	0	Payoff	Accountant	14	6	R
1221.39	0	Choice	Accountant	14	6	R
1224.40	0	Fixation	Japanese	15	15	L
1228.40	5.04	Recipient	Japanese	15	15	L
1233.44	0	Payoff	Japanese	15	15	L
1238.09	0	Choice	Japanese	15	15	L
1241.09	0	Fixation	Irish	14	6	R
1243.10	5.04	Recipient	Irish	14	6	R
1248.13	0	Payoff	Irish	14	6	R
1252.59	0	Choice	Irish	14	6	R
1255.60	0	Fixation	Drugaddiction	14	6	R
1258.60	5.04	Recipient	Drugaddiction	14	6	R
1263.64	0	Payoff	Drugaddiction	14	6	R
1268.19	0	Choice	Drugaddiction	14	6	R
1271.20	0	Fixation	Stay-at-homeparent	15	9	R
1274.20	5.04	Recipient	Stay-at-homeparent	15	9	R
1279.24	0	Payoff	Stay-at-homeparent	15	9	R
1283.75	0	Choice	Stay-at-homeparent	15	9	R
1286.76	0	Fixation	Stay-at-homeparent	5	5	R
1289.76	5.04	Recipient	Stay-at-homeparent	5	5	R
1294.80	0	Payoff	Stay-at-homeparent	5	5	R
1299.26	0	Choice	Stay-at-homeparent	5	5	R
1302.27	0	Fixation	British	5	20	R
1305.27	5.04	Recipient	British	5	20	R
1310.31	0	Payoff	British	5	20	R
1314.40	0	Choice	British	5	20	R
1317.41	0	Fixation	British	14	6	R
1323.41	5.04	Recipient	British	14	6	R
1328.45	0	Payoff	British	14	6	R
1332.78	0	Choice	British	14	6	R
