onset	duration	event_type	recipient	selfpay	recipientpay	button
371.80	0	Payoff	Elderly	5	20	R
376.33	0	Choice	Elderly	5	20	R
379.34	0	Fixation	Irish	14	6	R
381.34	4.83	Recipient	Irish	14	6	R
386.16	0	Payoff	Irish	14	6	R
390.80	0	Choice	Irish	14	6	R
393.81	0	Fixation	Jewish	5	20	R
397.82	4.83	Recipient	Jewish	5	20	R
402.64	0	Payoff	Jewish	5	20	R
407.94	0	Choice	Jewish	5	20	R
410.95	0	Fixation	Olympicathlete	14	6	R
421.96	4.83	Recipient	Olympicathlete	14	6	R
426.78	0	Payoff	Olympicathlete	14	6	R
431.61	0	Choice	Olympicathlete	14	6	R
434.62	0	Fixation	British	9	15	R
438.62	4.83	Recipient	British	9	15	R
443.45	0	Payoff	British	9	15	R
448.12	0	Choice	British	9	15	R
451.12	0	Fixation	Spanish	9	15	R
455.13	4.83	Recipient	Spanish	9	15	R
459.96	0	Payoff	Spanish	9	15	R
465.36	0	Choice	Spanish	9	15	R
468.36	0	Fixation	Elderly	5	5	R
471.37	4.83	Recipient	Elderly	5	5	R
476.19	0	Payoff	Elderly	5	5	R
481.05	0	Choice	Elderly	5	5	R
484.06	0	Fixation	Mentaldisability	15	9	R
486.06	4.83	Recipient	Mentaldisability	15	9	R
490.89	0	Payoff	Mentaldisability	15	9	R
495.70	0	Choice	Mentaldisability	15	9	R
498.71	0	Fixation	Stay-at-homeparent	9	15	R
500.71	4.83	Recipient	Stay-at-homeparent	9	15	R
505.54	0	Payoff	Stay-at-homeparent	9	15	R
511.99	0	Choice	Stay-at-homeparent	9	15	R
514.99	0	Fixation	Mentaldisability	5	20	R
518.00	4.83	Recipient	Mentaldisability	5	20	R
522.82	0	Payoff	Mentaldisability	5	20	R
527.50	0	Choice	Mentaldisability	5	20	R
530.51	0	Fixation	Drugaddiction	20	5	R
533.51	4.83	Recipient	Drugaddiction	20	5	R
538.34	0	Payoff	Drugaddiction	20	5	R
543.10	0	Choice	Drugaddiction	20	5	R
546.11	0	Fixation	Spanish	6	14	R
550.11	4.83	Recipient	Spanish	6	14	R
554.94	0	Payoff	Spanish	6	14	R
559.68	0	Choice	Spanish	6	14	R
562.69	0	Fixation	Mentaldisability	6	14	R
564.69	4.83	Recipient	Mentaldisability	6	14	R
569.52	0	Payoff	Mentaldisability	6	14	R
574.38	0	Choice	Mentaldisability	6	14	R
577.39	0	Fixation	Irish	15	9	R
581.39	4.83	Recipient	Irish	15	9	R
586.22	0	Payoff	Irish	15	9	R
590.83	0	Choice	Irish	15	9	R
593.84	0	Fixation	PrisonInmate	5	5	R
597.84	4.83	Recipient	PrisonInmate	5	5	R
602.67	0	Payoff	PrisonInmate	5	5	R
607.23	0	Choice	PrisonInmate	5	5	R
610.23	0	Fixation	Spanish	15	15	L
613.24	4.83	Recipient	Spanish	15	15	L
618.06	0	Payoff	Spanish	15	15	L
622.95	0	Choice	Spanish	15	15	L
625.95	0	Fixation	Mentaldisability	20	5	R
629.96	4.83	Recipient	Mentaldisability	20	5	R
634.78	0	Payoff	Mentaldisability	20	5	R
639.75	0	Choice	Mentaldisability	20	5	R
642.76	0	Fixation	Accountant	9	15	R
647.76	4.83	Recipient	Accountant	9	15	R
652.59	0	Payoff	Accountant	9	15	R
657.47	0	Choice	Accountant	9	15	R
660.48	0	Fixation	Lawyer	5	20	R
662.48	4.83	Recipient	Lawyer	5	20	R
667.31	0	Payoff	Lawyer	5	20	R
672.02	0	Choice	Lawyer	5	20	R
675.03	0	Fixation	Homeless	6	14	R
679.03	4.83	Recipient	Homeless	6	14	R
683.86	0	Payoff	Homeless	6	14	R
688.60	0	Choice	Homeless	6	14	R
691.61	0	Fixation	Irish	20	5	R
693.61	4.83	Recipient	Irish	20	5	R
698.43	0	Payoff	Irish	20	5	R
702.96	0	Choice	Irish	20	5	R
705.97	0	Fixation	Jewish	6	14	R
713.97	4.83	Recipient	Jewish	6	14	R
718.80	0	Payoff	Jewish	6	14	R
723.77	0	Choice	Jewish	6	14	R
726.78	0	Fixation	Olympicathlete	9	15	R
736.79	4.83	Recipient	Olympicathlete	9	15	R
741.61	0	Payoff	Olympicathlete	9	15	R
748.18	0	Choice	Olympicathlete	9	15	R
751.19	0	Fixation	Nurse	6	14	R
756.19	4.83	Recipient	Nurse	6	14	R
761.02	0	Payoff	Nurse	6	14	R
765.72	0	Choice	Nurse	6	14	R
768.73	0	Fixation	Surgeon	9	15	R
771.73	4.83	Recipient	Surgeon	9	15	R
776.56	0	Payoff	Surgeon	9	15	R
783.17	0	Choice	Surgeon	9	15	R
786.17	0	Fixation	Surgeon	14	6	R
789.18	4.83	Recipient	Surgeon	14	6	R
794.00	0	Payoff	Surgeon	14	6	R
799.70	0	Choice	Surgeon	14	6	R
802.70	0	Fixation	Accountant	15	9	R
805.71	4.83	Recipient	Accountant	15	9	R
810.53	0	Payoff	Accountant	15	9	R
816.14	0	Choice	Accountant	15	9	R
819.15	0	Fixation	British	14	6	R
821.15	4.83	Recipient	British	14	6	R
825.98	0	Payoff	British	14	6	R
831.00	0	Choice	British	14	6	R
834.01	0	Fixation	Welfarerecipient	5	5	R
838.02	4.83	Recipient	Welfarerecipient	5	5	R
842.84	0	Payoff	Welfarerecipient	5	5	R
847.59	0	Choice	Welfarerecipient	5	5	R
850.60	0	Fixation	Arab	15	9	R
853.60	4.83	Recipient	Arab	15	9	R
858.42	0	Payoff	Arab	15	9	R
864.34	0	Choice	Arab	15	9	R
867.35	0	Fixation	Accountant	14	6	R
870.35	4.83	Recipient	Accountant	14	6	R
875.18	0	Payoff	Accountant	14	6	R
879.71	0	Choice	Accountant	14	6	R
882.72	0	Fixation	Elderly	15	9	R
890.72	4.83	Recipient	Elderly	15	9	R
895.55	0	Payoff	Elderly	15	9	R
900.58	0	Choice	Elderly	15	9	R
903.58	0	Fixation	Jewish	15	15	L
912.59	4.83	Recipient	Jewish	15	15	L
917.41	0	Payoff	Jewish	15	15	L
922.09	0	Choice	Jewish	15	15	L
925.10	0	Fixation	Surgeon	5	20	R
929.10	4.83	Recipient	Surgeon	5	20	R
933.92	0	Payoff	Surgeon	5	20	R
938.91	0	Choice	Surgeon	5	20	R
941.92	0	Fixation	Farmer	6	14	R
944.92	4.83	Recipient	Farmer	6	14	R
949.75	0	Payoff	Farmer	6	14	R
954.87	0	Choice	Farmer	6	14	R
957.88	0	Fixation	Homeless	5	20	R
968.88	4.83	Recipient	Homeless	5	20	R
973.70	0	Payoff	Homeless	5	20	R
979.19	0	Choice	Homeless	5	20	R
982.19	0	Fixation	Stay-at-homeparent	14	6	R
985.20	4.83	Recipient	Stay-at-homeparent	14	6	R
990.02	0	Payoff	Stay-at-homeparent	14	6	R
996.76	0	Choice	Stay-at-homeparent	14	6	R
999.77	0	Fixation	Japanese	6	14	R
1002.77	4.83	Recipient	Japanese	6	14	R
1007.60	0	Payoff	Japanese	6	14	R
1013.01	0	Choice	Japanese	6	14	R
1016.02	0	Fixation	Farmer	14	6	R
1019.03	4.83	Recipient	Farmer	14	6	R
1023.85	0	Payoff	Farmer	14	6	R
1028.35	0	Choice	Farmer	14	6	R
1031.36	0	Fixation	Farmer	15	9	R
1035.36	4.83	Recipient	Farmer	15	9	R
1040.19	0	Payoff	Farmer	15	9	R
1044.83	0	Choice	Farmer	15	9	R
1047.84	0	Fixation	Nurse	5	20	R
1050.84	4.83	Recipient	Nurse	5	20	R
1055.67	0	Payoff	Nurse	5	20	R
1060.80	0	Choice	Nurse	5	20	R
1063.80	0	Fixation	Nurse	9	15	R
1066.81	4.82	Recipient	Nurse	9	15	R
1071.63	0	Payoff	Nurse	9	15	R
1076.13	0	Choice	Nurse	9	15	R
1079.14	0	Fixation	Welfarerecipient	15	9	R
1081.14	4.83	Recipient	Welfarerecipient	15	9	R
1085.97	0	Payoff	Welfarerecipient	15	9	R
1090.98	0	Choice	Welfarerecipient	15	9	R
1093.99	0	Fixation	Lawyer	6	14	R
1096.99	4.83	Recipient	Lawyer	6	14	R
1101.82	0	Payoff	Lawyer	6	14	R
1107.09	0	Choice	Lawyer	6	14	R
1110.10	0	Fixation	PrisonInmate	15	15	L
1113.10	4.83	Recipient	PrisonInmate	15	15	L
1117.92	0	Payoff	PrisonInmate	15	15	L
1122.43	0	Choice	PrisonInmate	15	15	L
1125.44	0	Fixation	Arab	9	15	R
1133.44	4.83	Recipient	Arab	9	15	R
1138.27	0	Payoff	Arab	9	15	R
1142.96	0	Choice	Arab	9	15	R
1145.97	0	Fixation	PrisonInmate	15	9	R
1147.97	4.83	Recipient	PrisonInmate	15	9	R
1152.80	0	Payoff	PrisonInmate	15	9	R
1157.85	0	Choice	PrisonInmate	15	9	R
1160.86	0	Fixation	Jewish	15	9	R
1162.86	4.83	Recipient	Jewish	15	9	R
1167.69	0	Payoff	Jewish	15	9	R
1172.18	0	Choice	Jewish	15	9	R
1175.19	0	Fixation	British	6	14	R
1179.19	4.83	Recipient	British	6	14	R
1184.02	0	Payoff	British	6	14	R
1190.02	0	Choice	British	6	14	R
1193.03	0	Fixation	Homeless	15	15	L
1197.04	4.83	Recipient	Homeless	15	15	L
1201.86	0	Payoff	Homeless	15	15	L
1206.36	0	Choice	Homeless	15	15	L
1209.37	0	Fixation	Greek	15	15	L
1218.37	4.83	Recipient	Greek	15	15	L
1223.20	0	Payoff	Greek	15	15	L
1228.00	0	Choice	Greek	15	15	L
1231.00	0	Fixation	Japanese	15	15	L
1242.01	4.83	Recipient	Japanese	15	15	L
1246.83	0	Payoff	Japanese	15	15	L
1252.04	0	Choice	Japanese	15	15	L
1255.04	0	Fixation	Olympicathlete	20	5	R
1259.05	4.83	Recipient	Olympicathlete	20	5	R
1263.87	0	Payoff	Olympicathlete	20	5	R
1268.71	0	Choice	Olympicathlete	20	5	R
1271.72	0	Fixation	Drugaddiction	5	5	R
1275.72	4.83	Recipient	Drugaddiction	5	5	R
1280.55	0	Payoff	Drugaddiction	5	5	R
1286.59	0	Choice	Drugaddiction	5	5	R
1289.60	0	Fixation	Japanese	15	9	R
1293.60	4.83	Recipient	Japanese	15	9	R
1298.42	0	Payoff	Japanese	15	9	R
1303.18	0	Choice	Japanese	15	9	R
1306.19	0	Fixation	Stay-at-homeparent	6	14	R
1308.19	4.83	Recipient	Stay-at-homeparent	6	14	R
1313.02	0	Payoff	Stay-at-homeparent	6	14	R
1318.57	0	Choice	Stay-at-homeparent	6	14	R
1321.58	0	Fixation	Surgeon	15	15	L
1323.59	4.83	Recipient	Surgeon	15	15	L
1328.41	0	Payoff	Surgeon	15	15	L
1333.30	0	Choice	Surgeon	15	15	L
1336.31	0	Fixation	Arab	15	15	L
1344.31	4.83	Recipient	Arab	15	15	L
1349.14	0	Payoff	Arab	15	15	L
1353.65	0	Choice	Arab	15	15	L
