onset	duration	event_type	recipient	selfpay	recipientpay	button
237.47	0	Choice	Elderly	9	15	L
240.48	0	Fixation	Spanish	5	5	R
246.48	4.57	Recipient	Spanish	5	5	R
251.06	0	Payoff	Spanish	5	5	R
256.07	0	Choice	Spanish	5	5	R
259.08	0	Fixation	Mentaldisability	20	5	R
263.08	4.58	Recipient	Mentaldisability	20	5	R
267.66	0	Payoff	Mentaldisability	20	5	R
272.84	0	Choice	Mentaldisability	20	5	R
275.85	0	Fixation	Spanish	15	9	R
278.85	4.58	Recipient	Spanish	15	9	R
283.43	0	Payoff	Spanish	15	9	R
288.75	0	Choice	Spanish	15	9	R
291.76	0	Fixation	Stay-at-homeparent	9	15	L
294.76	4.58	Recipient	Stay-at-homeparent	9	15	L
299.34	0	Payoff	Stay-at-homeparent	9	15	L
304.42	0	Choice	Stay-at-homeparent	9	15	L
307.43	0	Fixation	Drugaddiction	20	5	R
316.44	4.58	Recipient	Drugaddiction	20	5	R
321.01	0	Payoff	Drugaddiction	20	5	R
325.99	0	Choice	Drugaddiction	20	5	R
329.00	0	Fixation	Jewish	15	9	R
332.01	4.57	Recipient	Jewish	15	9	R
336.58	0	Payoff	Jewish	15	9	R
341.56	0	Choice	Jewish	15	9	R
344.57	0	Fixation	Accountant	6	14	R
348.57	4.57	Recipient	Accountant	6	14	R
353.14	0	Payoff	Accountant	6	14	R
357.88	0	Choice	Accountant	6	14	R
360.89	0	Fixation	Mentaldisability	14	6	R
364.90	4.57	Recipient	Mentaldisability	14	6	R
369.47	0	Payoff	Mentaldisability	14	6	R
374.68	0	Choice	Mentaldisability	14	6	R
377.69	0	Fixation	Surgeon	15	9	L
381.69	4.57	Recipient	Surgeon	15	9	L
386.26	0	Payoff	Surgeon	15	9	L
391.20	0	Choice	Surgeon	15	9	L
394.21	0	Fixation	Mentaldisability	6	14	R
397.21	4.57	Recipient	Mentaldisability	6	14	R
401.79	0	Payoff	Mentaldisability	6	14	R
406.44	0	Choice	Mentaldisability	6	14	R
409.45	0	Fixation	Nurse	5	5	R
412.45	4.58	Recipient	Nurse	5	5	R
417.02	0	Payoff	Nurse	5	5	R
422.12	0	Choice	Nurse	5	5	R
425.13	0	Fixation	British	9	15	L
427.13	4.57	Recipient	British	9	15	L
431.71	0	Payoff	British	9	15	L
438.21	0	Choice	British	9	15	L
441.22	0	Fixation	Stay-at-homeparent	5	5	R
449.23	4.57	Recipient	Stay-at-homeparent	5	5	R
453.80	0	Payoff	Stay-at-homeparent	5	5	R
458.90	0	Choice	Stay-at-homeparent	5	5	R
461.91	0	Fixation	Nurse	20	5	R
463.92	4.57	Recipient	Nurse	20	5	R
468.49	0	Payoff	Nurse	20	5	R
473.10	0	Choice	Nurse	20	5	R
476.11	0	Fixation	Greek	9	15	L
488.11	4.57	Recipient	Greek	9	15	L
492.69	0	Payoff	Greek	9	15	L
497.61	0	Choice	Greek	9	15	L
500.62	0	Fixation	Welfarerecipient	6	14	L
502.63	4.57	Recipient	Welfarerecipient	6	14	L
507.20	0	Payoff	Welfarerecipient	6	14	L
512.22	0	Choice	Welfarerecipient	6	14	L
515.23	0	Fixation	Arab	9	15	L
519.23	4.57	Recipient	Arab	9	15	L
523.80	0	Payoff	Arab	9	15	L
528.53	0	Choice	Arab	9	15	L
531.54	0	Fixation	Lawyer	9	15	R
534.55	4.57	Recipient	Lawyer	9	15	R
539.12	0	Payoff	Lawyer	9	15	R
544.70	0	Choice	Lawyer	9	15	R
547.71	0	Fixation	Welfarerecipient	15	9	R
549.71	4.58	Recipient	Welfarerecipient	15	9	R
554.29	0	Payoff	Welfarerecipient	15	9	R
559.09	0	Choice	Welfarerecipient	15	9	R
562.10	0	Fixation	Farmer	5	5	R
564.10	4.58	Recipient	Farmer	5	5	R
568.67	0	Payoff	Farmer	5	5	R
573.66	0	Choice	Farmer	5	5	R
576.67	0	Fixation	Nurse	15	15	L
579.68	4.57	Recipient	Nurse	15	15	L
584.25	0	Payoff	Nurse	15	15	L
589.70	0	Choice	Nurse	15	15	L
592.71	0	Fixation	Homeless	5	20	L
595.71	4.57	Recipient	Homeless	5	20	L
600.29	0	Payoff	Homeless	5	20	L
605.30	0	Choice	Homeless	5	20	L
608.31	0	Fixation	Drugaddiction	15	9	R
616.32	4.58	Recipient	Drugaddiction	15	9	R
620.89	0	Payoff	Drugaddiction	15	9	R
625.56	0	Choice	Drugaddiction	15	9	R
628.57	0	Fixation	Homeless	5	5	R
631.57	4.57	Recipient	Homeless	5	5	R
636.14	0	Payoff	Homeless	5	5	R
641.00	0	Choice	Homeless	5	5	R
644.01	0	Fixation	Olympicathlete	15	15	L
646.01	4.57	Recipient	Olympicathlete	15	15	L
650.58	0	Payoff	Olympicathlete	15	15	L
655.37	0	Choice	Olympicathlete	15	15	L
658.38	0	Fixation	Japanese	6	14	R
662.38	4.57	Recipient	Japanese	6	14	R
666.95	0	Payoff	Japanese	6	14	R
672.35	0	Choice	Japanese	6	14	R
675.36	0	Fixation	Spanish	14	6	R
682.36	4.57	Recipient	Spanish	14	6	R
686.93	0	Payoff	Spanish	14	6	R
691.61	0	Choice	Spanish	14	6	R
694.62	0	Fixation	Lawyer	20	5	L
697.62	4.57	Recipient	Lawyer	20	5	L
702.20	0	Payoff	Lawyer	20	5	L
707.09	0	Choice	Lawyer	20	5	L
710.10	0	Fixation	PrisonInmate	20	5	R
714.10	4.57	Recipient	PrisonInmate	20	5	R
718.68	0	Payoff	PrisonInmate	20	5	R
723.42	0	Choice	PrisonInmate	20	5	R
726.43	0	Fixation	Olympicathlete	14	6	R
729.43	4.57	Recipient	Olympicathlete	14	6	R
734.00	0	Payoff	Olympicathlete	14	6	R
738.91	0	Choice	Olympicathlete	14	6	R
741.92	0	Fixation	Accountant	5	5	R
745.93	4.57	Recipient	Accountant	5	5	R
750.50	0	Payoff	Accountant	5	5	R
755.22	0	Choice	Accountant	5	5	R
758.23	0	Fixation	PrisonInmate	15	15	L
761.24	4.57	Recipient	PrisonInmate	15	15	L
765.81	0	Payoff	PrisonInmate	15	15	L
770.46	0	Choice	PrisonInmate	15	15	L
773.47	0	Fixation	Japanese	14	6	R
776.47	4.57	Recipient	Japanese	14	6	R
781.04	0	Payoff	Japanese	14	6	R
785.79	0	Choice	Japanese	14	6	R
788.80	0	Fixation	Stay-at-homeparent	15	15	L
790.81	4.58	Recipient	Stay-at-homeparent	15	15	L
795.38	0	Payoff	Stay-at-homeparent	15	15	L
800.14	0	Choice	Stay-at-homeparent	15	15	L
803.15	0	Fixation	Olympicathlete	20	5	R
806.16	4.57	Recipient	Olympicathlete	20	5	R
810.73	0	Payoff	Olympicathlete	20	5	R
815.50	0	Choice	Olympicathlete	20	5	R
818.50	0	Fixation	Elderly	5	5	R
822.51	4.57	Recipient	Elderly	5	5	R
827.08	0	Payoff	Elderly	5	5	R
832.38	0	Choice	Elderly	5	5	R
835.39	0	Fixation	Surgeon	15	15	L
838.39	4.57	Recipient	Surgeon	15	15	L
842.97	0	Payoff	Surgeon	15	15	L
847.87	0	Choice	Surgeon	15	15	L
850.88	0	Fixation	Japanese	20	5	R
852.88	4.57	Recipient	Japanese	20	5	R
857.46	0	Payoff	Japanese	20	5	R
863.73	0	Choice	Japanese	20	5	R
866.74	0	Fixation	PrisonInmate	9	15	L
869.74	4.57	Recipient	PrisonInmate	9	15	L
874.31	0	Payoff	PrisonInmate	9	15	L
879.19	0	Choice	PrisonInmate	9	15	L
882.20	0	Fixation	Irish	20	5	R
885.20	4.58	Recipient	Irish	20	5	R
889.78	0	Payoff	Irish	20	5	R
894.66	0	Choice	Irish	20	5	R
897.67	0	Fixation	Greek	6	14	R
900.67	4.57	Recipient	Greek	6	14	R
905.24	0	Payoff	Greek	6	14	R
910.03	0	Choice	Greek	6	14	R
913.03	0	Fixation	Homeless	15	9	R
917.04	4.57	Recipient	Homeless	15	9	R
921.61	0	Payoff	Homeless	15	9	R
926.44	0	Choice	Homeless	15	9	R
929.44	0	Fixation	Arab	5	5	R
933.45	4.57	Recipient	Arab	5	5	R
938.02	0	Payoff	Arab	5	5	R
942.93	0	Choice	Arab	5	5	R
945.94	0	Fixation	PrisonInmate	14	6	R
949.94	4.57	Recipient	PrisonInmate	14	6	R
954.52	0	Payoff	PrisonInmate	14	6	R
959.29	0	Choice	PrisonInmate	14	6	R
962.30	0	Fixation	Homeless	9	15	L
965.30	4.57	Recipient	Homeless	9	15	L
969.87	0	Payoff	Homeless	9	15	L
974.69	0	Choice	Homeless	9	15	L
977.69	0	Fixation	Irish	9	15	R
979.70	4.57	Recipient	Irish	9	15	R
984.27	0	Payoff	Irish	9	15	R
989.93	0	Choice	Irish	9	15	R
992.94	0	Fixation	Elderly	5	20	L
995.94	4.58	Recipient	Elderly	5	20	L
1000.52	0	Payoff	Elderly	5	20	L
1005.34	0	Choice	Elderly	5	20	L
1008.35	0	Fixation	Farmer	5	20	R
1014.36	4.57	Recipient	Farmer	5	20	R
1018.93	0	Payoff	Farmer	5	20	R
1024.42	0	Choice	Farmer	5	20	R
1027.43	0	Fixation	British	5	20	R
1029.43	4.57	Recipient	British	5	20	R
1034.00	0	Payoff	British	5	20	R
1040.79	0	Choice	British	5	20	R
1043.80	0	Fixation	Drugaddiction	5	5	R
1047.80	4.57	Recipient	Drugaddiction	5	5	R
1052.38	0	Payoff	Drugaddiction	5	5	R
1057.58	0	Choice	Drugaddiction	5	5	R
1060.58	0	Fixation	Surgeon	6	14	R
1063.59	4.57	Recipient	Surgeon	6	14	R
1068.16	0	Payoff	Surgeon	6	14	R
1074.19	0	Choice	Surgeon	6	14	R
1077.20	0	Fixation	Olympicathlete	9	15	L
1080.21	4.57	Recipient	Olympicathlete	9	15	L
1084.78	0	Payoff	Olympicathlete	9	15	L
1089.45	0	Choice	Olympicathlete	9	15	L
1092.46	0	Fixation	Jewish	5	5	R
1095.46	4.57	Recipient	Jewish	5	5	R
1100.04	0	Payoff	Jewish	5	5	R
1105.51	0	Choice	Jewish	5	5	R
1108.52	0	Fixation	British	5	5	R
1111.53	4.57	Recipient	British	5	5	R
1116.10	0	Payoff	British	5	5	R
1121.45	0	Choice	British	5	5	R
1124.46	0	Fixation	Jewish	9	15	L
1128.46	4.57	Recipient	Jewish	9	15	L
1133.03	0	Payoff	Jewish	9	15	L
1137.97	0	Choice	Jewish	9	15	L
1140.98	0	Fixation	Accountant	20	5	R
1144.98	4.57	Recipient	Accountant	20	5	R
1149.56	0	Payoff	Accountant	20	5	R
1155.14	0	Choice	Accountant	20	5	R
1158.15	0	Fixation	Farmer	14	6	R
1165.15	4.58	Recipient	Farmer	14	6	R
1169.73	0	Payoff	Farmer	14	6	R
1174.83	0	Choice	Farmer	14	6	R
1177.84	0	Fixation	Japanese	9	15	L
1188.84	4.57	Recipient	Japanese	9	15	L
1193.42	0	Payoff	Japanese	9	15	L
1198.44	0	Choice	Japanese	9	15	L
1201.44	0	Fixation	Greek	14	6	R
1204.45	4.57	Recipient	Greek	14	6	R
1209.02	0	Payoff	Greek	14	6	R
1213.91	0	Choice	Greek	14	6	R
1216.92	0	Fixation	Arab	15	9	R
1219.92	4.57	Recipient	Arab	15	9	R
1224.49	0	Payoff	Arab	15	9	R
1229.27	0	Choice	Arab	15	9	R
1232.28	0	Fixation	Drugaddiction	15	15	L
1238.29	4.58	Recipient	Drugaddiction	15	15	L
1242.86	0	Payoff	Drugaddiction	15	15	L
1247.91	0	Choice	Drugaddiction	15	15	L
1250.92	0	Fixation	Spanish	5	20	R
1252.93	4.58	Recipient	Spanish	5	20	R
1257.50	0	Payoff	Spanish	5	20	R
1262.94	0	Choice	Spanish	5	20	R
1265.95	0	Fixation	Arab	5	20	L
1269.95	4.57	Recipient	Arab	5	20	L
1274.52	0	Payoff	Arab	5	20	L
1279.47	0	Choice	Arab	5	20	L
1282.48	0	Fixation	Surgeon	5	20	R
1288.49	4.57	Recipient	Surgeon	5	20	R
1293.06	0	Payoff	Surgeon	5	20	R
1297.92	0	Choice	Surgeon	5	20	R
1300.94	0	Fixation	Greek	20	5	R
1303.94	4.57	Recipient	Greek	20	5	R
1308.51	0	Payoff	Greek	20	5	R
1313.40	0	Choice	Greek	20	5	R
1316.41	0	Fixation	Irish	5	5	R
1318.41	4.57	Recipient	Irish	5	5	R
1322.99	0	Payoff	Irish	5	5	R
1328.08	0	Choice	Irish	5	5	R
